Date,Open,High,Low,Close,Volume
2010-04-20,2840.625977,2892.620117,2840.625977,2891.27002,40735900.0
2010-04-21,2891.470947,2916.552002,2891.470947,2912.825928,65446100.0
2010-04-22,2912.726074,2927.394043,2883.013916,2926.531982,50073500.0
2010-04-23,2926.129883,2926.388916,2907.030029,2924.730957,38537700.0
2010-04-26,2924.931885,2954.829102,2924.931885,2944.708984,40750000.0
2010-04-27,2943.677002,2944.439941,2930.418945,2939.299072,42008700.0
2010-04-28,2938.998047,2938.998047,2875.667969,2903.319092,51624300.0
2010-04-29,2903.52002,2927.964111,2903.52002,2926.860107,61415100.0
2010-04-30,2927.260986,2972.916992,2927.260986,2971.251953,52354600.0
2010-05-03,2971.74707,2982.35791,2950.431885,2960.89502,40869300.0
2010-05-04,2961.291016,2996.418945,2946.418945,2959.014893,39115500.0
2010-05-05,2958.52002,2958.52002,2834.962891,2846.239014,64284400.0
2010-05-06,2846.041016,2846.041016,2748.678955,2810.615967,49674100.0
2010-05-07,2808.735107,2808.735107,2705.205078,2739.333008,35710700.0
2010-05-10,2739.927002,2860.050049,2739.927002,2850.427002,57259100.0
2010-05-11,2850.822998,2865.478027,2808.568115,2812.891113,50915600.0
2010-05-12,2812.98999,2849.075928,2812.98999,2847.62207,27651200.0
2010-05-14,2847.126953,2869.486084,2843.8479,2858.38501,27961400.0
2010-05-17,2857.989014,2857.989014,2780.394043,2819.469971,26022700.0
2010-05-18,2820.476074,2837.564941,2818.835938,2834.186035,31953300.0
2010-05-19,2833.690918,2833.690918,2721.725098,2729.483887,47880900.0
2010-05-20,2730.288086,2763.881104,2660.118896,2694.249023,49228600.0
2010-05-21,2692.665039,2692.665039,2584.968994,2623.220947,41668500.0
2010-05-24,2623.716064,2672.862061,2600.852051,2609.610107,54224200.0
2010-05-25,2609.016113,2609.016113,2502.053955,2514.118896,71613600.0
2010-05-26,2514.910889,2701.991943,2514.910889,2696.780029,96599900.0
2010-05-27,2696.284912,2732.062012,2618.282959,2713.923096,100495800.0
2010-05-31,2714.319092,2799.452881,2714.319092,2796.957031,56586900.0
2010-06-01,2796.659912,2796.659912,2724.111084,2724.61499,55000000.0
2010-06-02,2725.010986,2771.281006,2721.194092,2733.677979,59242600.0
2010-06-03,2734.173096,2811.832031,2734.173096,2810.977051,63368500.0
2010-06-04,2810.87793,2823.864014,2791.455078,2823.250977,49708300.0
2010-06-07,2820.875,2820.875,2698.281006,2750.23291,39668300.0
2010-06-08,2750.353027,2781.351074,2750.353027,2779.98291,43080100.0
2010-06-09,2779.784912,2794.179932,2765.3479,2785.792969,40994900.0
2010-06-10,2786.188965,2792.523926,2758.163086,2770.787109,34594200.0
2010-06-11,2771.47998,2817.406982,2771.47998,2801.898926,30751100.0
2010-06-14,2802.096924,2826.957031,2802.096924,2826.836914,24995300.0
2010-06-15,2827.034912,2850.031982,2824.383057,2830.173096,37229900.0
2010-06-16,2830.667969,2877.854004,2830.667969,2858.658936,37776100.0
2010-06-17,2856.368896,2897.60791,2856.368896,2891.0979,49582800.0
2010-06-18,2891.295898,2932.063965,2891.295898,2929.589111,63241400.0
2010-06-21,2929.985107,2981.278076,2926.077881,2941.903076,54836200.0
2010-06-22,2940.896973,2956.810059,2921.300049,2934.589111,34480600.0
2010-06-23,2933.895996,2933.895996,2899.266113,2924.790039,45910300.0
2010-06-24,2924.888916,2946.543945,2908.3479,2914.094971,40566000.0
2010-06-25,2913.798096,2949.416016,2904.39209,2947.022949,25184500.0
2010-06-28,2947.219971,2975.895996,2945.2229,2955.731934,29699400.0
2010-06-29,2955.831055,2960.811035,2872.416992,2893.371094,27437700.0
2010-06-30,2892.580078,2918.062988,2844.447998,2913.684082,24859700.0
2010-07-01,2912.881104,2912.881104,2860.912109,2874.248047,38617700.0
2010-07-02,2874.841064,2891.185059,2861.225098,2871.553955,24510400.0
2010-07-05,2871.948975,2885.35498,2869.074951,2877.303955,22568500.0
2010-07-06,2877.403076,2912.083008,2864.746094,2910.647949,24580200.0
2010-07-07,2910.528076,2913.843994,2890.285889,2902.043945,20540500.0
2010-07-08,2902.634033,2936.259033,2902.634033,2915.907959,41989100.0
2010-07-09,2916.201904,2943.959961,2909.666016,2943.895996,42852300.0
2010-07-12,2942.126953,2972.562012,2940.604004,2958.791016,34634600.0
2010-07-13,2957.792969,2978.506104,2946.407959,2961.511963,27671900.0
2010-07-14,2961.708984,2994.586914,2961.708984,2981.059082,39458200.0
2010-07-15,2980.061035,2987.041992,2956.888916,2980.596924,45256300.0
2010-07-16,2980.478027,2992.449951,2972.266113,2992.449951,43437600.0
2010-07-19,2992.155029,2992.155029,2948.029053,2975.572021,29147800.0
2010-07-20,2975.866943,2995.440918,2970.798096,2995.440918,42827800.0
2010-07-21,2995.736084,3014.480957,2994.211914,3013.400879,50624800.0
2010-07-22,3013.696045,3019.011963,2997.304932,3009.923096,42180100.0
2010-07-23,3010.314941,3051.36499,3010.314941,3042.02002,51153000.0
2010-07-26,3042.11792,3062.952881,3014.551025,3023.698975,41815100.0
2010-07-27,3023.99292,3061.626953,3023.99292,3041.677979,38118200.0
2010-07-28,3041.579102,3064.789063,3041.579102,3057.475098,39927800.0
2010-07-29,3057.967041,3097.193115,3056.670898,3096.815918,45659200.0
2010-07-30,3096.718018,3104.079102,3054.096924,3069.280029,33560600.0
2010-08-02,3070.278076,3083.860107,3048.585938,3058.979004,29613000.0
2010-08-03,3059.37207,3084.167969,2965.558105,2973.656006,43158300.0
2010-08-04,2973.853027,3001.120117,2959.753906,2983.24707,30313800.0
2010-08-05,2983.836914,3046.874023,2983.836914,3044.940918,35892100.0
2010-08-06,3045.431885,3062.683105,3031.426025,3060.593018,27844700.0
2010-08-09,3057.548096,3082.784912,3056.174072,3082.5979,24487600.0
2010-08-10,3082.990967,3083.288086,3047.218994,3057.160889,23919300.0
2010-08-11,3054.635986,3061.87793,3022.496094,3035.318115,28779900.0
2010-08-12,3034.238037,3034.238037,2993.769043,3025.644043,25851700.0
2010-08-13,3025.74292,3053.565918,3025.74292,3053.01001,22483700.0
2010-08-16,3052.910889,3059.040039,3032.425049,3052.599121,26005500.0
2010-08-18,3053.355957,3072.827881,3045.221924,3072.086914,35134300.0
2010-08-19,3072.477051,3118.373047,3072.477051,3105.350098,57274200.0
2010-08-20,3103.365967,3118.6521,3084.986084,3117.719971,44632400.0
2010-08-23,3117.427002,3129.656982,3107.763916,3128.733887,55150900.0
2010-08-24,3128.437988,3145.11499,3099.915039,3114.938965,49021600.0
2010-08-25,3114.743896,3140.158936,3102.514893,3138.909912,65868600.0
2010-08-26,3138.519043,3150.158936,3128.870117,3145.13501,69423400.0
2010-08-27,3145.037109,3145.037109,3089.689941,3104.73291,48185900.0
2010-08-30,3105.220947,3138.488037,3089.641113,3099.564941,38236500.0
2010-08-31,3098.770996,3099.750977,3058.051025,3081.884033,35991000.0
2010-09-01,3081.487061,3135.540039,3081.487061,3135.315918,38262900.0
2010-09-02,3135.707031,3159.724121,3105.808105,3122.148926,40055000.0
2010-09-03,3122.246094,3164.362061,3122.246094,3164.2771,36230200.0
2010-09-06,3164.4729,3217.366943,3164.4729,3217.147949,28435500.0
2010-09-07,3217.539063,3239.454102,3214.195068,3230.887939,36835100.0
2010-09-15,3232.079102,3360.053955,3232.079102,3357.031982,46833300.0
2010-09-16,3357.129883,3358.121094,3317.794922,3341.63208,50943400.0
2010-09-17,3341.436035,3390.555908,3341.436035,3384.653076,92721600.0
2010-09-20,3384.555908,3392.059082,3344.900879,3370.981934,102815200.0
2010-09-21,3371.470947,3405.849121,3342.204102,3365.037109,100983500.0
2010-09-22,3365.134033,3380.204102,3332.269043,3343.343018,112246400.0
2010-09-23,3343.832031,3351.387939,3313.312012,3337.197021,75105000.0
2010-09-24,3338.710938,3400.562988,3331.858887,3397.625977,49811300.0
2010-09-27,3397.821045,3472.029053,3397.821045,3468.035889,60521200.0
2010-09-28,3468.231934,3524.315918,3455.500977,3472.707031,61810900.0
2010-09-29,3473.292969,3513.355957,3473.292969,3495.464111,61190500.0
2010-09-30,3495.76001,3514.769043,3487.712891,3501.295898,55774300.0
2010-10-01,3501.198975,3550.034912,3501.198975,3547.11499,50247800.0
2010-10-04,3547.310059,3594.366943,3547.310059,3569.498047,56368500.0
2010-10-05,3569.594971,3592.091064,3553.086914,3591.695068,68355200.0
2010-10-06,3592.083984,3630.385986,3582.251953,3603.404053,81232300.0
2010-10-07,3603.5,3605.534912,3540.612061,3586.186035,64812100.0
2010-10-08,3585.89502,3585.89502,3532.013916,3546.954102,54248000.0
2010-10-11,3547.721924,3575.239014,3536.513916,3548.746094,54496100.0
2010-10-12,3548.938965,3565.407959,3535.783936,3547.248047,64487400.0
2010-10-13,3549.469971,3611.979004,3547.980957,3611.979004,85224100.0
2010-10-14,3612.170898,3645.610107,3603.000977,3618.478027,66365500.0
2010-10-15,3619.466064,3619.466064,3584.787109,3597.031006,50094300.0
2010-10-18,3596.839111,3596.839111,3557.274902,3566.917969,49795600.0
2010-10-19,3567.412109,3599.820068,3567.412109,3592.788086,64020700.0
2010-10-20,3592.5,3592.5,3537.089111,3578.954102,82157600.0
2010-10-21,3579.145996,3610.559082,3579.145996,3588.01001,68012400.0
2010-10-22,3588.750977,3605.214111,3582.811035,3597.745117,51559900.0
2010-10-25,3598.206055,3644.719971,3598.206055,3643.490967,51321400.0
2010-10-26,3643.10791,3661.196045,3638.063965,3654.102051,53657000.0
2010-10-27,3652.186035,3667.013916,3602.12207,3624.467041,51160600.0
2010-10-28,3623.89209,3643.523926,3614.634033,3638.825928,43195900.0
2010-10-29,3639.208984,3647.564941,3615.224121,3635.323975,34923600.0
2010-11-01,3635.516113,3663.785889,3621.563965,3645.146973,38168300.0
2010-11-02,3644.175049,3648.261963,3616.368896,3625.488037,49374100.0
2010-11-03,3625.679932,3641.73291,3590.374023,3605.673096,47337100.0
2010-11-04,3605.86499,3633.691895,3604.719971,3629.045898,41669600.0
2010-11-05,3629.716064,3665.849121,3629.716064,3655.304932,49451700.0
2010-11-08,3655.400879,3700.538086,3654.480957,3699.262939,41320300.0
2010-11-09,3699.154053,3742.771973,3689.74707,3737.483887,59587600.0
2010-11-10,3738.055908,3759.477051,3731.191895,3756.967041,71330800.0
2010-11-11,3757.346924,3777.917969,3721.893066,3744.61792,78274500.0
2010-11-12,3744.522949,3744.534912,3633.417969,3665.845947,58737900.0
2010-11-15,3665.085938,3674.568115,3633.148926,3656.461914,57098700.0
2010-11-16,3656.937012,3682.795898,3637.904053,3674.0271,67855800.0
2010-11-18,3673.551025,3682.365967,3641.166016,3677.904053,137832000.0
2010-11-19,3678.474121,3725.048096,3678.474121,3725.048096,83904100.0
2010-11-22,3725.333008,3742.944092,3707.89502,3741.229004,54562700.0
2010-11-23,3741.039063,3741.039063,3658.576904,3678.194092,67385300.0
2010-11-24,3677.624023,3684.154053,3619.881104,3658.7771,54330600.0
2010-11-25,3659.156982,3710.943115,3659.156982,3702.012939,85829100.0
2010-11-26,3701.918945,3710.459961,3632.094971,3642.5,90591300.0
2010-11-29,3642.876953,3642.876953,3573.220947,3630.635986,50401500.0
2010-11-30,3631.540039,3633.98999,3529.854004,3531.210938,79712800.0
2010-12-01,3530.926025,3619.093994,3530.926025,3619.093994,66508300.0
2010-12-02,3619.8479,3706.397949,3619.8479,3694.580078,65178300.0
2010-12-03,3694.674072,3728.093018,3679.834961,3696.26001,39808400.0
2010-12-06,3696.729004,3728.967041,3696.729004,3722.346924,39784700.0
2010-12-08,3722.908936,3771.787109,3722.908936,3769.99292,43078500.0
2010-12-09,3771.487061,3788.564941,3764.288086,3786.096924,47791600.0
2010-12-10,3784.656982,3784.656982,3728.983887,3747.714111,49468500.0
2010-12-13,3747.806885,3751.933105,3681.323975,3692.231934,37966100.0
2010-12-14,3692.418945,3712.334961,3676.727051,3689.666016,35754300.0
2010-12-15,3691.114014,3691.114014,3613.673096,3658.313965,41483000.0
2010-12-16,3657.474121,3657.474121,3554.8479,3571.738037,40147400.0
2010-12-17,3571.458008,3601.849121,3536.662109,3581.564941,31291800.0
2010-12-20,3589.149902,3591.290039,3537.667969,3568.810059,35779900.0
2010-12-21,3569.462891,3642.095947,3569.462891,3637.446045,25533800.0
2010-12-22,3637.686035,3649.980957,3610.565918,3620.684082,22447400.0
2010-12-23,3621.63208,3626.118896,3587.99292,3611.531006,19787100.0
2010-12-27,3611.998047,3626.24707,3601.477051,3625.266113,18671400.0
2010-12-28,3625.731934,3672.177979,3623.831055,3659.99292,20076600.0
2010-12-29,3660.085938,3704.004883,3660.085938,3699.217041,18902500.0
2010-12-30,3698.937988,3718.98291,3689.032959,3703.511963,20503500.0
2011-01-03,3704.440918,3738.589111,3704.440918,3727.51709,35205800.0
2011-01-04,3727.795898,3763.383057,3724.471924,3760.061035,53135600.0
2011-01-05,3759.968994,3786.054932,3728.910889,3783.708984,33610700.0
2011-01-06,3782.99292,3789.4729,3720.572998,3736.25708,28831900.0
2011-01-07,3734.37207,3734.37207,3607.325928,3631.452881,36417500.0
2011-01-10,3631.26709,3631.26709,3449.580078,3478.549072,45480800.0
2011-01-11,3478.079102,3550.361084,3434.27002,3455.126953,38441100.0
2011-01-12,3455.408936,3555.385986,3455.408936,3554.766113,50358200.0
2011-01-13,3555.330078,3630.684082,3549.008057,3564.937012,43284500.0
2011-01-14,3564.6521,3569.644043,3518.563965,3569.144043,25314200.0
2011-01-17,3568.768066,3569.971924,3506.874023,3535.730957,20206900.0
2011-01-18,3536.200928,3548.693115,3507.968994,3548.648926,27627900.0
2011-01-19,3548.648926,3558.666992,3511.638916,3534.283936,25022400.0
2011-01-20,3534.001953,3534.001953,3441.629883,3454.11792,30135000.0
2011-01-21,3453.271973,3453.271973,3309.615967,3379.542969,33749900.0
2011-01-24,3380.49707,3396.845947,3321.677002,3346.061035,22641900.0
2011-01-25,3347.016113,3445.979004,3347.016113,3433.906006,27707000.0
2011-01-26,3434.146973,3501.717041,3414.687012,3501.717041,31347100.0
2011-01-27,3500.75,3549.483887,3495.949951,3514.624023,32035800.0
2011-01-28,3514.154053,3514.154053,3462.366943,3487.610107,20956700.0
2011-01-31,3487.139893,3487.139893,3383.157959,3409.166992,26295400.0
2011-02-01,3411.075928,3452.02002,3411.075928,3442.500977,26648100.0
2011-02-02,3443.158936,3490.253906,3443.158936,3480.825928,22661100.0
2011-02-04,3480.919922,3500.544922,3462.941895,3496.168945,18968300.0
2011-02-07,3497.10791,3521.633057,3476.352051,3487.707031,17428200.0
2011-02-08,3487.990967,3500.458984,3450.049072,3459.933105,22593200.0
2011-02-09,3458.249023,3458.249023,3384.879883,3417.470947,24111400.0
2011-02-10,3417.190918,3417.190918,3336.829102,3373.644043,22218100.0
2011-02-11,3372.698975,3393.519043,3338.531006,3391.766113,24392800.0
2011-02-14,3392.603027,3430.040039,3392.603027,3416.76709,19918500.0
2011-02-16,3416.581055,3417.354004,3387.25293,3416.784912,17924000.0
2011-02-17,3416.970947,3440.727051,3414.657959,3434.379883,23202500.0
2011-02-18,3435.311035,3507.952881,3435.311035,3501.49707,35302700.0
2011-02-21,3500.951904,3520.641113,3488.614014,3497.643066,25743300.0
2011-02-22,3497.364014,3497.364014,3437.293945,3451.100098,21495700.0
2011-02-23,3451.471924,3486.895996,3435.187988,3474.123047,25428500.0
2011-02-24,3473.842041,3473.842041,3422.583984,3439.13208,39513100.0
2011-02-25,3439.689941,3454.875,3429.021973,3443.530029,28782400.0
2011-02-28,3443.623047,3471.433105,3436.099121,3470.3479,23695200.0
2011-03-01,3470.626953,3513.468994,3470.626953,3512.616943,29649700.0
2011-03-02,3512.1521,3512.1521,3469.574951,3486.197021,27628100.0
2011-03-03,3484.521973,3512.894043,3483.802979,3494.539063,28990600.0
2011-03-04,3495.096924,3543.548096,3495.096924,3542.903076,28558600.0
2011-03-07,3541.958008,3563.052979,3526.029053,3561.717041,20280700.0
2011-03-08,3561.436035,3580.313965,3551.719971,3580.313965,28541700.0
2011-03-09,3579.849121,3609.210938,3577.36792,3598.675049,30038600.0
2011-03-10,3598.489014,3598.489014,3564.772949,3587.647949,26329800.0
2011-03-11,3587.275879,3587.275879,3513.094971,3542.228027,31212500.0
2011-03-14,3542.13501,3583.50293,3524.788086,3569.839111,33258300.0
2011-03-15,3569.281982,3569.281982,3476.693115,3524.48291,35965600.0
2011-03-16,3524.667969,3535.230957,3493.610107,3531.477051,27963500.0
2011-03-17,3531.291016,3531.291016,3465.60498,3484.209961,22173100.0
2011-03-18,3484.768066,3511.672119,3476.64502,3494.070068,27604100.0
2011-03-21,3493.14209,3519.866943,3493.14209,3518.845947,17264200.0
2011-03-22,3518.938965,3530.394043,3497.551025,3517.720947,16468400.0
2011-03-23,3517.10791,3556.342041,3508.594971,3556.230957,19830900.0
2011-03-24,3556.512939,3611.923096,3551.417969,3611.641113,35959100.0
2011-03-25,3611.826904,3639.687012,3591.541992,3607.113037,25886200.0
2011-03-28,3602.815918,3612.205078,3580.98999,3602.858887,19353400.0
2011-03-29,3601.916016,3601.916016,3570.4021,3591.514893,30067600.0
2011-03-30,3591.620117,3641.849121,3591.5271,3640.978027,35240200.0
2011-03-31,3641.164063,3683.470947,3637.430908,3678.674072,38931700.0
2011-04-01,3679.045898,3709.376953,3678.287109,3707.487061,28383200.0
2011-04-04,3707.394043,3729.302002,3681.808105,3700.047119,25418800.0
2011-04-05,3699.768066,3699.936035,3672.7229,3685.936035,27857400.0
2011-04-06,3685.843018,3728.166016,3671.180908,3727.798096,35284000.0
2011-04-07,3729.708008,3741.832031,3704.433105,3730.583008,31305800.0
2011-04-08,3730.676025,3749.271973,3724.016113,3741.811035,31001200.0
2011-04-11,3740.86792,3768.019043,3732.278076,3745.837891,26305600.0
2011-04-12,3745.6521,3745.6521,3701.10791,3719.23291,23409500.0
2011-04-13,3718.954102,3736.092041,3701.342041,3734.413086,32992700.0
2011-04-14,3734.5979,3734.5979,3697.433105,3707.979004,27089600.0
2011-04-15,3707.886963,3733.48999,3706.675049,3730.511963,28619400.0
2011-04-18,3730.034912,3738.931885,3712.184082,3727.072998,23963800.0
2011-04-19,3726.886963,3732.788086,3691.292969,3732.649902,27871400.0
2011-04-20,3732.928955,3794.761963,3732.928955,3794.761963,52085200.0
2011-04-21,3796.433105,3813.177002,3784.937012,3801.081055,33145900.0
2011-04-25,3801.358887,3809.804932,3777.426025,3788.540039,23404800.0
2011-04-26,3787.596924,3790.475098,3743.768066,3774.871094,39664800.0
2011-04-27,3775.149902,3806.959961,3775.149902,3804.930908,49082500.0
2011-04-28,3805.023926,3824.068115,3787.855957,3808.928955,38876600.0
2011-04-29,3807.986084,3822.638916,3796.709961,3819.61792,35713200.0
2011-05-02,3819.803955,3849.300049,3819.803955,3849.300049,38353900.0
2011-05-03,3847.389893,3847.389893,3802.694092,3813.86792,46020000.0
2011-05-04,3813.681885,3815.346924,3783.479004,3814.927979,65293500.0
2011-05-05,3814.462891,3817.470947,3787.943115,3816.271973,73179300.0
2011-05-06,3815.993896,3815.993896,3781.345947,3798.553955,47658100.0
2011-05-09,3798.739014,3803.533936,3777.509033,3785.449951,42060500.0
2011-05-10,3786.403076,3801.5,3782.169922,3800.52002,85796300.0
2011-05-11,3800.613037,3838.424072,3800.613037,3838.14209,71791300.0
2011-05-12,3837.770996,3837.770996,3795.550049,3808.709961,97490400.0
2011-05-13,3809.425049,3832.020996,3809.425049,3832.020996,87893600.0
2011-05-16,3831.927979,3831.927979,3784.261963,3799.226074,47990800.0
2011-05-18,3800.166992,3845.037109,3800.166992,3840.208984,54670900.0
2011-05-19,3840.580078,3867.268066,3840.580078,3859.810059,62268900.0
2011-05-20,3859.903076,3872.952881,3855.889893,3872.952881,37198000.0
2011-05-23,3872.211914,3872.211914,3763.055908,3778.454102,69369200.0
2011-05-24,3778.361084,3786.01001,3765.981934,3785.943115,56566700.0
2011-05-25,3785.467041,3786.9021,3760.791992,3780.162109,45028700.0
2011-05-26,3780.346924,3818.457031,3780.346924,3814.815918,36431700.0
2011-05-27,3814.7229,3835.456055,3790.897949,3832.37793,25077600.0
2011-05-30,3831.427002,3836.865967,3813.662109,3826.136963,30112500.0
2011-05-31,3826.322021,3841.425049,3819.306885,3836.967041,68115000.0
2011-06-01,3837.177002,3856.614014,3832.343018,3837.760986,64790200.0
2011-06-03,3837.667969,3844.02002,3812.431885,3844.02002,34689300.0
2011-06-06,3843.739014,3843.739014,3819.599121,3834.200928,34642400.0
2011-06-07,3832.321045,3843.207031,3815.552002,3842.952881,53371800.0
2011-06-08,3842.861084,3842.861084,3811.750977,3825.821045,47234500.0
2011-06-09,3825.635986,3829.812012,3797.156982,3806.187012,42358400.0
2011-06-10,3807.121094,3821.841064,3779.274902,3787.647949,26341000.0
2011-06-13,3787.368896,3787.368896,3728.4021,3748.758057,36858900.0
2011-06-14,3747.822998,3775.246094,3738.072021,3773.272949,27689500.0
2011-06-15,3773.36499,3809.697021,3773.36499,3794.250977,34900100.0
2011-06-16,3793.975098,3793.975098,3720.788086,3740.470947,41006900.0
2011-06-17,3739.537109,3759.197998,3704.583984,3722.302979,37490400.0
2011-06-20,3722.579102,3751.750977,3710.815918,3729.12207,26923200.0
2011-06-21,3729.673096,3797.562988,3729.673096,3794.938965,36632800.0
2011-06-22,3795.305908,3822.418945,3795.305908,3821.832031,36507500.0
2011-06-23,3821.553955,3829.626953,3801.699951,3823.649902,32514100.0
2011-06-24,3823.558105,3854.180908,3817.379883,3848.558105,35181800.0
2011-06-27,3848.374023,3848.374023,3806.715088,3813.425049,26289100.0
2011-06-28,3813.51709,3838.593994,3813.51709,3830.272949,33644400.0
2011-06-30,3830.456055,3896.163086,3830.456055,3888.569092,35665000.0
2011-07-01,3888.201904,3956.775879,3888.201904,3927.0979,31812700.0
2011-07-04,3927.188965,3962.283936,3927.188965,3953.51709,31742500.0
2011-07-05,3953.149902,3958.11792,3905.726074,3924.126953,37550800.0
2011-07-06,3923.667969,3933.020996,3890.550049,3908.956055,35497000.0
2011-07-07,3909.139893,3944.945068,3908.572021,3939.4729,31545400.0
2011-07-08,3939.749023,4005.686035,3939.749023,4003.690918,31191500.0
2011-07-11,4002.759033,4002.759033,3971.314941,3995.586914,29286500.0
2011-07-12,3995.219971,3995.219971,3926.826904,3938.014893,33050300.0
2011-07-13,3938.250977,3980.861084,3938.250977,3980.844971,45785000.0
